date_time,temperature,humidity,wind_speed,weather_code,weather_condition
2025-05-05T00:00,-0.7864784948821856,1.071508858263535,1.0267618824722615,53.0,Unknown
2025-05-05T01:00,-0.6138802731546471,0.9903719657954922,-0.19368549435421797,53.0,Unknown
2025-05-05T02:00,-0.700179384018416,0.9903719657954922,-0.15670224051099144,53.0,Unknown
2025-05-05T03:00,-0.7864784948821856,0.9903719657954922,-0.26765200204067136,51.0,Unknown
2025-05-05T04:00,-0.7864784948821856,1.071508858263535,-0.6005012866297115,3.0,Overcast
2025-05-05T05:00,-0.82962805031407,1.152645750731578,-1.229216601964565,3.0,Overcast
2025-05-05T06:00,-1.0022262720416086,1.152645750731578,-0.8593840635322982,3.0,Overcast
2025-05-05T07:00,-0.9590767166097234,1.152645750731578,-1.5990491403968314,3.0,Overcast
2025-05-05T08:00,-1.0022262720416086,1.071508858263535,-1.3771496173374713,3.0,Overcast
2025-05-05T09:00,-0.915927161177839,1.071508858263535,-1.5250826327103781,3.0,Overcast
2025-05-05T10:00,-0.8727776057459545,1.071508858263535,-0.34161850972712476,3.0,Overcast
2025-05-05T11:00,-0.8727776057459545,1.152645750731578,0.28709680560772827,3.0,Overcast
2025-05-05T12:00,-0.700179384018416,0.9903719657954922,0.7308958517264487,3.0,Overcast
2025-05-05T13:00,-0.39813249599522327,0.9092350733274494,1.3226279132180752,51.0,Unknown
2025-05-05T14:00,-0.31183338513145437,0.8280981808594066,1.4335776747477555,51.0,Unknown
2025-05-05T15:00,0.3354099463468147,0.4224137185191922,1.766426959336795,51.0,Unknown
2025-05-05T16:00,0.8963541669613149,0.01672925617897785,2.0622929900826086,53.0,Unknown
2025-05-05T17:00,1.327849721280161,-0.22668142122515075,1.544527436277435,55.0,Unknown
2025-05-05T18:00,0.8100550560975444,0.4224137185191922,0.5829628363535418,53.0,Unknown
2025-05-05T19:00,0.8963541669613149,0.4224137185191922,1.5075441824342086,53.0,Unknown
2025-05-05T20:00,0.24911083548304577,0.5846875034552779,1.4335776747477555,61.0,Rain
2025-05-05T21:00,-0.18238471883580026,0.8280981808594066,1.137711644001942,53.0,Unknown
2025-05-05T22:00,-0.5275811622908774,0.9903719657954922,0.5089963286670888,63.0,Unknown
2025-05-05T23:00,-0.7864784948821856,1.3149195356676637,-0.5635180327864846,61.0,Rain
2025-05-06T00:00,-0.915927161177839,1.3149195356676637,-0.26765200204067136,61.0,Rain
2025-05-06T01:00,-1.1748244937691465,1.3149195356676637,0.9897786286290351,51.0,Unknown
2025-05-06T02:00,-1.1748244937691465,1.3149195356676637,0.7678791055696752,53.0,Unknown
2025-05-06T03:00,-1.2179740492010316,1.3149195356676637,1.0267618824722615,51.0,Unknown
2025-05-06T04:00,-1.3042731600648005,1.3149195356676637,0.5089963286670888,53.0,Unknown
2025-05-06T05:00,-1.347422715496685,1.3149195356676637,1.1007283901587153,51.0,Unknown
2025-05-06T06:00,-1.347422715496685,1.3960564281357066,0.5829628363535418,3.0,Overcast
2025-05-06T07:00,-1.347422715496685,1.3960564281357066,-0.7114510481593914,3.0,Overcast
2025-05-06T08:00,-1.3042731600648005,1.3149195356676637,0.32408005945095547,3.0,Overcast
2025-05-06T09:00,-1.2611236046329162,1.2337826431996208,1.1746948978451683,3.0,Overcast
2025-05-06T10:00,-1.2611236046329162,1.2337826431996208,0.6569293440399949,3.0,Overcast
2025-05-06T11:00,-1.1748244937691465,1.2337826431996208,0.4350298209806351,3.0,Overcast
2025-05-06T12:00,-1.045375827473493,1.152645750731578,0.5829628363535418,53.0,Unknown
2025-05-06T13:00,-0.35498294056333957,0.9903719657954922,0.5829628363535418,53.0,Unknown
2025-05-06T14:00,-0.22553427426768546,0.9903719657954922,0.32408005945095547,65.0,Unknown
2025-05-06T15:00,-0.22553427426768546,0.8280981808594066,1.8773767208664751,55.0,Unknown
2025-05-06T16:00,0.11966216918739167,0.5035506109872351,2.358159020828422,51.0,Unknown
2025-05-06T17:00,0.5511577235062377,0.09786614864702071,1.9883264823961555,3.0,Overcast
2025-05-06T18:00,0.8100550560975444,0.09786614864702071,2.6910083054174616,3.0,Overcast
2025-05-06T19:00,0.8532046115294296,0.1790030411150636,2.0992762439258352,3.0,Overcast
2025-05-06T20:00,0.7237559452337755,0.1790030411150636,2.5060920362013284,3.0,Overcast
